Thanks, I’ll be fine now	farewell	anxious
Why do I get angry so quickly?	faq	angry
Hey, I just wanted to talk	greeting	depressed
Does talking really help sadness?	faq	depressed
Goodbye, you’ve been helpful	farewell	happy
How can I stop overthinking at night?	faq	anxious
I feel worthless and empty	other	suicidal
Are there safe places to go when I feel like this	faq	suicidal
I can’t see a reason to live anymore	other	suicidal
How do I cope when I feel like ending my life	faq	suicidal
I feel overwhelmed and broken	other	suicidal
Is there someone I can call right now for help	faq	suicidal
I feel like I’m drowning in my thoughts	other	suicidal
How do I find hope when I feel hopeless	faq	suicidal
I just don't care about anything anymore	other	suicidal
Who can listen to me without judgment when I feel this way	faq	suicidal
Hello, it’s been hard recently	greeting	depressed
What to do if sadness never goes away?	faq	depressed
Bye for now, thanks again	farewell	happy
What should I do when I lose hope?	faq	suicidal
Hi, thanks for checking on me	greeting	happy
Does anger come from stress?	faq	angry
See you later, I’ll try to rest	farewell	depressed
What can I do to control panic?	faq	anxious
Hey, I’m not feeling myself	greeting	depressed
Can exercise help depression?	faq	depressed
Goodbye, I feel lighter now	farewell	happy
What’s the emergency number for crises?	faq	suicidal
Hello, I’m tense today	greeting	anxious
Why do I lash out so easily?	faq	angry
Later, I think I’ll be okay	farewell	depressed
How do I stay calm under stress?	faq	anxious
Does this sadness ever go away?	other	neutral
Hi there	greeting	neutral
Hello, I need someone to talk to	greeting	neutral
Good evening, I just feel off	greeting	neutral
Hey, are you available to chat?	greeting	neutral
Hello, I don't feel like myself today	greeting	neutral
Hey, I'm feeling down today	greeting	neutral
Hi, I'm just checking in	greeting	neutral
Good morning, I feel really low	greeting	neutral
Hello, I can't shake this feeling	greeting	neutral
Hey there, I feel empty	greeting	neutral
What can you do for me?	faq	neutral
Can you help me feel better?	faq	neutral
What kind of support can you provide?	faq	neutral
How do I deal with stress?	faq	neutral
What are some ways to calm down?	faq	neutral
How do I know if I need help?	faq	neutral
What should I do if I feel hopeless?	faq	neutral
Is there someone I can talk to right now?	faq	suicidal
Can you tell me about anxiety?	faq	neutral
Where can I find professional help?	faq	neutral
I can't handle this pressure anymore	other	suicidal
Nothing feels real lately	other	neutral
I wish I could stop feeling like this	other	suicidal
Is it bad that I don't feel anything?	other	neutral
I just don't see a way forward	other	suicidal
Everything feels like too much	other	suicidal
I think people would be better without me	other	suicidal
I just want to sleep and never wake up	other	suicidal
Do you think I can recover from this?	other	neutral
I'm scared of my own thoughts	other	suicidal
Why does life feel so heavy?	other	suicidal
I can't talk to anyone about this	other	suicidal
Does this emptiness ever stop?	other	neutral
Is it wrong to feel like I don't belong?	other	neutral
Sometimes I feel invisible	other	neutral
I'm losing hope piece by piece	other	suicidal
I just want the pain to end	other	suicidal
Do feelings like this go away with time?	other	neutral
